Time,THERMAL ZONE 1:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 10:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 10:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 10:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 10:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 11:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 11:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 11:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 11:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 12:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 12:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 12:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 12:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 13:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 13:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 13:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 13:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 14:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 14:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 14:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 14:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 15:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 15:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 15:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 15:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 9:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 9:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 9:REYKJAVIK ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 9:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
21:00:00,2.028943E+04,1.118407E+04,1.047025E+00,1.096958E+00,8.570340E+03,1.393556E+04,4.422015E-01,1.371591E+00,3.120574E+04,2.025043E+04,1.609955E+00,1.986157E+00,1.436068E+04,3.692989E+03,7.394381E-01,3.629215E-01,1.989430E+03,6.291186E+02,1.026287E-01,6.166536E-02,7.369485E+03,3.479136E+03,3.801881E-01,3.410538E-01,1.045837E+04,1.446745E+04,5.394956E-01,1.423937E+00,1.322096E+04,2.569596E+03,6.807899E-01,2.524831E-01,1.513046E+03,1.384115E+02,7.806638E-02,1.356535E-02,3.843730E+03,9.227709E+00,1.983427E-01,9.041346E-04,7.658988E+03,1.201254E+04,3.951775E-01,1.182850E+00,2.182375E+04,1.742086E+04,1.126203E+00,1.708527E+00,1.324420E+04,3.330316E+03,6.819853E-01,3.272698E-01,1.555708E+03,4.865586E+02,8.026758E-02,4.768854E-02,3.355443E+03,2.243647E+03,1.731466E-01,2.199243E-01
21:15:00,2.028962E+04,1.107166E+04,1.047034E+00,1.085925E+00,8.570409E+03,1.383322E+04,4.422049E-01,1.361523E+00,3.120625E+04,2.004686E+04,1.609980E+00,1.966195E+00,1.436072E+04,3.636091E+03,7.394401E-01,3.573247E-01,1.989467E+03,6.167913E+02,1.026306E-01,6.045717E-02,7.369602E+03,3.450764E+03,3.801940E-01,3.382722E-01,1.045849E+04,1.435537E+04,5.395015E-01,1.412911E+00,1.322097E+04,2.519418E+03,6.807905E-01,2.475412E-01,1.513061E+03,1.305624E+02,7.806713E-02,1.279595E-02,3.843748E+03,1.961781E+00,1.983436E-01,1.922141E-04,7.659038E+03,1.193083E+04,3.951799E-01,1.174804E+00,2.182397E+04,1.725727E+04,1.126214E+00,1.692487E+00,1.324421E+04,3.277684E+03,6.819859E-01,3.220930E-01,1.555724E+03,4.760941E+02,8.026837E-02,4.666300E-02,3.355460E+03,2.226959E+03,1.731475E-01,2.182886E-01
21:30:00,2.028977E+04,1.095986E+04,1.047042E+00,1.074949E+00,8.570467E+03,1.373248E+04,4.422078E-01,1.351609E+00,3.120666E+04,1.984646E+04,1.610001E+00,1.946543E+00,1.436075E+04,3.579644E+03,7.394419E-01,3.517721E-01,1.989498E+03,6.050275E+02,1.026322E-01,5.930419E-02,7.369704E+03,3.421190E+03,3.801992E-01,3.353729E-01,1.045859E+04,1.424523E+04,5.395065E-01,1.402072E+00,1.322098E+04,2.469973E+03,6.807910E-01,2.426725E-01,1.513073E+03,1.231329E+02,7.806775E-02,1.206771E-02,3.843765E+03,0.000000E+00,1.983445E-01,0.000000E+00,7.659076E+03,1.185045E+04,3.951817E-01,1.166886E+00,2.182415E+04,1.709826E+04,1.126223E+00,1.676896E+00,1.324422E+04,3.225868E+03,6.819865E-01,3.169963E-01,1.555737E+03,4.662988E+02,8.026905E-02,4.570303E-02,3.355478E+03,2.210861E+03,1.731484E-01,2.167108E-01
21:45:00,2.028989E+04,1.085116E+04,1.047047E+00,1.064271E+00,8.570518E+03,1.363287E+04,4.422104E-01,1.341806E+00,3.120701E+04,1.964789E+04,1.610019E+00,1.927069E+00,1.436078E+04,3.523488E+03,7.394434E-01,3.462479E-01,1.989526E+03,5.936833E+02,1.026336E-01,5.819229E-02,7.369794E+03,3.390552E+03,3.802038E-01,3.323692E-01,1.045868E+04,1.413632E+04,5.395108E-01,1.391353E+00,1.322099E+04,2.421158E+03,6.807915E-01,2.378666E-01,1.513084E+03,1.161061E+02,7.806829E-02,1.137895E-02,3.843780E+03,0.000000E+00,1.983453E-01,0.000000E+00,7.659105E+03,1.177101E+04,3.951832E-01,1.159060E+00,2.182431E+04,1.694273E+04,1.126231E+00,1.661645E+00,1.324423E+04,3.174694E+03,6.819870E-01,3.119624E-01,1.555749E+03,4.570320E+02,8.026966E-02,4.479483E-02,3.355494E+03,2.195275E+03,1.731492E-01,2.151831E-01
22:00:00,2.028999E+04,1.074436E+04,1.047052E+00,1.053786E+00,8.570564E+03,1.353413E+04,4.422128E-01,1.332087E+00,3.120731E+04,1.945042E+04,1.610034E+00,1.907702E+00,1.436081E+04,3.467522E+03,7.394449E-01,3.407424E-01,1.989550E+03,5.826570E+02,1.026349E-01,5.711156E-02,7.369874E+03,3.358980E+03,3.802079E-01,3.292741E-01,1.045875E+04,1.402824E+04,5.395146E-01,1.380715E+00,1.322100E+04,2.372879E+03,6.807919E-01,2.331142E-01,1.513092E+03,1.094649E+02,7.806874E-02,1.072800E-02,3.843793E+03,0.000000E+00,1.983460E-01,0.000000E+00,7.659128E+03,1.169226E+04,3.951844E-01,1.151300E+00,2.182445E+04,1.678995E+04,1.126238E+00,1.646663E+00,1.324424E+04,3.124031E+03,6.819875E-01,3.069787E-01,1.555759E+03,4.481879E+02,8.027020E-02,4.392805E-02,3.355510E+03,2.180116E+03,1.731500E-01,2.136974E-01
22:15:00,2.029006E+04,8.018421E+03,1.047056E+00,7.864271E-01,8.570607E+03,1.154344E+04,4.422150E-01,1.105940E+00,3.120757E+04,1.592096E+04,1.610048E+00,1.532466E+00,1.436083E+04,2.785835E+03,7.394461E-01,2.694689E-01,1.989571E+03,4.328835E+02,1.026359E-01,4.243090E-02,7.369945E+03,2.507325E+03,3.802116E-01,2.457880E-01,1.045881E+04,1.202742E+04,5.395180E-01,1.151104E+00,1.322100E+04,1.792163E+03,6.807923E-01,1.754177E-01,1.513100E+03,7.963280E+01,7.806913E-02,7.804303E-03,3.843805E+03,0.000000E+00,1.983466E-01,0.000000E+00,7.659148E+03,9.862739E+03,3.951855E-01,9.478465E-01,2.182458E+04,1.344644E+04,1.126245E+00,1.299905E+00,1.324425E+04,2.477071E+03,6.819879E-01,2.401847E-01,1.555769E+03,3.328576E+02,8.027068E-02,3.262424E-02,3.355525E+03,1.629437E+03,1.731508E-01,1.597192E-01
22:30:00,2.029013E+04,5.319364E+03,1.047059E+00,5.217083E-01,8.570648E+03,9.749643E+03,4.422171E-01,8.956757E-01,3.120781E+04,1.315618E+04,1.610060E+00,1.217721E+00,1.436086E+04,2.199466E+03,7.394473E-01,2.057857E-01,1.989589E+03,2.996034E+02,1.026369E-01,2.908111E-02,7.370010E+03,1.737246E+03,3.802149E-01,1.687983E-01,1.045887E+04,1.020746E+04,5.395210E-01,9.361776E-01,1.322101E+04,1.193000E+03,6.807926E-01,1.165543E-01,1.513107E+03,5.150518E+01,7.806947E-02,5.047677E-03,3.843816E+03,0.000000E+00,1.983471E-01,0.000000E+00,7.659166E+03,8.200816E+03,3.951864E-01,7.574467E-01,2.182470E+04,1.092053E+04,1.126251E+00,1.017801E+00,1.324426E+04,1.906700E+03,6.819883E-01,1.796277E-01,1.555777E+03,2.197745E+02,8.027112E-02,2.154068E-02,3.355539E+03,1.082585E+03,1.731515E-01,1.061162E-01
22:45:00,2.029019E+04,2.687704E+03,1.047062E+00,2.628506E-01,8.570687E+03,8.001076E+03,4.422191E-01,6.891610E-01,3.120803E+04,1.066298E+04,1.610071E+00,9.244077E-01,1.436088E+04,1.641926E+03,7.394483E-01,1.446295E-01,1.989606E+03,1.781044E+02,1.026377E-01,1.670584E-02,7.370068E+03,1.032628E+03,3.802179E-01,9.725029E-02,1.045893E+04,8.431673E+03,5.395238E-01,7.249761E-01,1.322101E+04,6.058354E+02,6.807929E-01,5.887178E-02,1.513112E+03,2.499212E+01,7.806976E-02,2.449301E-03,3.843825E+03,0.000000E+00,1.983476E-01,0.000000E+00,7.659181E+03,6.585169E+03,3.951872E-01,5.707809E-01,2.182481E+04,8.708263E+03,1.126257E+00,7.600846E-01,1.324427E+04,1.367669E+03,6.819887E-01,1.217127E-01,1.555785E+03,1.088469E+02,8.027152E-02,1.066838E-02,3.355553E+03,5.394652E+02,1.731522E-01,5.287900E-02
23:00:00,2.029024E+04,6.078445E+02,1.047065E+00,4.753206E-02,8.570723E+03,6.318471E+03,4.422210E-01,4.882604E-01,3.120822E+04,8.370991E+03,1.610081E+00,6.474367E-01,1.436089E+04,1.112219E+03,7.394493E-01,8.592505E-02,1.989620E+03,6.895179E+01,1.026385E-01,5.332971E-03,7.370122E+03,5.181764E+02,3.802207E-01,4.047635E-02,1.045898E+04,6.724043E+03,5.395263E-01,5.196179E-01,1.322102E+04,4.563304E+01,6.807931E-01,3.530888E-03,1.513117E+03,0.000000E+00,7.807001E-02,0.000000E+00,3.843833E+03,0.000000E+00,1.983480E-01,0.000000E+00,7.659195E+03,5.024782E+03,3.951879E-01,3.888010E-01,2.182492E+04,6.679487E+03,1.126262E+00,5.169706E-01,1.324427E+04,8.577786E+02,6.819890E-01,6.629993E-02,1.555792E+03,1.123611E+01,8.027188E-02,8.774406E-04,3.355566E+03,0.000000E+00,1.731529E-01,0.000000E+00
23:15:00,2.029028E+04,1.133071E+03,1.047067E+00,8.806152E-02,8.570758E+03,6.555143E+03,4.422228E-01,5.064037E-01,3.120840E+04,9.515595E+03,1.610091E+00,7.354445E-01,1.436091E+04,1.222143E+03,7.394501E-01,9.436166E-02,1.989633E+03,1.060794E+02,1.026392E-01,8.197985E-03,7.370171E+03,8.332620E+02,3.802232E-01,6.479181E-02,1.045902E+04,6.937658E+03,5.395287E-01,5.359948E-01,1.322102E+04,2.831990E+01,6.807933E-01,2.193354E-03,1.513121E+03,0.000000E+00,7.807023E-02,0.000000E+00,3.843839E+03,0.000000E+00,1.983483E-01,0.000000E+00,7.659207E+03,5.237116E+03,3.951885E-01,4.046174E-01,2.182502E+04,7.952309E+03,1.126267E+00,6.149933E-01,1.324428E+04,9.591534E+02,6.819893E-01,7.412582E-02,1.555799E+03,2.234451E+01,8.027222E-02,1.734515E-03,3.355579E+03,0.000000E+00,1.731536E-01,0.000000E+00
23:30:00,2.029032E+04,1.647165E+03,1.047069E+00,1.277274E-01,8.570792E+03,6.618189E+03,4.422246E-01,5.109780E-01,3.120857E+04,9.955488E+03,1.610099E+00,7.686241E-01,1.436092E+04,1.247734E+03,7.394509E-01,9.635249E-02,1.989645E+03,1.311681E+02,1.026398E-01,1.013387E-02,7.370216E+03,1.072287E+03,3.802256E-01,8.319705E-02,1.045907E+04,6.995377E+03,5.395310E-01,5.401840E-01,1.322103E+04,4.096954E+01,6.807935E-01,3.169299E-03,1.513125E+03,0.000000E+00,7.807042E-02,0.000000E+00,3.843846E+03,0.000000E+00,1.983486E-01,0.000000E+00,7.659218E+03,5.299471E+03,3.951891E-01,4.091547E-01,2.182511E+04,8.458212E+03,1.126272E+00,6.530745E-01,1.324428E+04,9.948808E+02,6.819896E-01,7.682862E-02,1.555805E+03,3.500586E+01,8.027253E-02,2.711379E-03,3.355591E+03,0.000000E+00,1.731542E-01,0.000000E+00
23:45:00,2.029035E+04,2.164293E+03,1.047071E+00,1.675230E-01,8.570824E+03,6.655221E+03,4.422262E-01,5.138430E-01,3.120872E+04,1.016844E+04,1.610107E+00,7.849031E-01,1.436094E+04,1.252317E+03,7.394516E-01,9.672561E-02,1.989656E+03,1.485809E+02,1.026404E-01,1.146920E-02,7.370259E+03,1.269931E+03,3.802277E-01,9.818996E-02,1.045911E+04,7.028861E+03,5.395331E-01,5.428045E-01,1.322103E+04,5.550737E+01,6.807937E-01,4.290933E-03,1.513128E+03,0.000000E+00,7.807058E-02,0.000000E+00,3.843851E+03,0.000000E+00,1.983489E-01,0.000000E+00,7.659229E+03,5.329627E+03,3.951896E-01,4.114905E-01,2.182520E+04,8.691782E+03,1.126277E+00,6.707743E-01,1.324429E+04,1.007554E+03,6.819899E-01,7.780183E-02,1.555810E+03,5.207434E+01,8.027282E-02,4.028330E-03,3.355602E+03,3.307227E+01,1.731548E-01,2.553893E-03
24:00:00,2.029038E+04,2.163906E+03,1.047072E+00,1.669715E-01,8.570854E+03,6.646103E+03,4.422278E-01,5.131531E-01,3.120887E+04,1.022784E+04,1.610115E+00,7.895515E-01,1.436095E+04,1.237393E+03,7.394522E-01,9.558503E-02,1.989666E+03,1.571783E+02,1.026409E-01,1.213030E-02,7.370298E+03,1.290344E+03,3.802298E-01,9.957919E-02,1.045915E+04,7.014673E+03,5.395351E-01,5.417464E-01,1.322103E+04,5.208360E+01,6.807938E-01,4.018388E-03,1.513131E+03,0.000000E+00,7.807073E-02,0.000000E+00,3.843856E+03,0.000000E+00,1.983492E-01,0.000000E+00,7.659238E+03,5.319665E+03,3.951901E-01,4.107311E-01,2.182529E+04,8.784498E+03,1.126281E+00,6.779430E-01,1.324430E+04,9.995921E+02,6.819902E-01,7.719427E-02,1.555816E+03,5.954629E+01,8.027309E-02,4.594427E-03,3.355614E+03,7.756229E+01,1.731554E-01,5.986331E-03
Peak,2.029075E+04,1.440199E+04,1.047091E+00,1.412644E+00,8.571312E+03,1.635589E+04,4.422514E-01,1.609930E+00,3.121088E+04,2.399302E+04,1.610218E+00,2.353266E+00,1.436110E+04,4.735081E+03,7.394601E-01,4.654918E-01,1.989779E+03,8.474666E+02,1.026467E-01,8.306918E-02,7.370844E+03,3.872253E+03,3.802580E-01,3.554394E-01,1.045969E+04,1.686643E+04,5.395632E-01,1.660194E+00,1.322106E+04,3.673909E+03,6.807952E-01,3.612750E-01,1.513156E+03,3.068170E+02,7.807201E-02,3.007427E-02,3.843907E+03,3.009016E+02,1.983518E-01,2.948688E-02,7.659357E+03,1.429670E+04,3.951962E-01,1.407856E+00,2.182667E+04,2.118829E+04,1.126352E+00,2.078027E+00,1.324438E+04,4.463932E+03,6.819943E-01,4.388324E-01,1.555888E+03,7.022123E+02,8.027683E-02,6.882659E-02,3.355842E+03,3.117160E+03,1.731672E-01,2.823548E-01

Peak Vol Flow (m3/s),,,8.711054E-01,1.175219E+00,,,3.679217E-01,1.339347E+00,,,1.339587E+00,1.957750E+00,,,6.151782E-01,3.872560E-01,,,8.539476E-02,6.910764E-02,,,3.163475E-01,2.957002E-01,,,4.488782E-01,1.381163E+00,,,5.663731E-01,3.005551E-01,,,6.495035E-02,2.501965E-02,,,1.650146E-01,2.453099E-02,,,3.287751E-01,1.171236E+00,,,9.370450E-01,1.728771E+00,,,5.673707E-01,3.650774E-01,,,6.678461E-02,5.725882E-02,,,1.440627E-01,2.348991E-01
