Time,THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
03:00:00,3.374202E+03,1.189308E+03,1.741098E-01,1.166644E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.774885E+03,3.660304E-01,2.720818E-01
03:10:00,3.374202E+03,1.166307E+03,1.741098E-01,1.144063E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.741732E+03,3.660304E-01,2.688292E-01
03:20:00,3.374202E+03,1.143542E+03,1.741098E-01,1.121714E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.708542E+03,3.660304E-01,2.655730E-01
03:30:00,3.374202E+03,1.121007E+03,1.741098E-01,1.099591E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.675660E+03,3.660304E-01,2.623467E-01
03:40:00,3.374202E+03,1.098691E+03,1.741098E-01,1.077684E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.643177E+03,3.660304E-01,2.591601E-01
03:50:00,3.374202E+03,1.076586E+03,1.741098E-01,1.055984E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.611125E+03,3.660304E-01,2.560158E-01
04:00:00,3.374202E+03,1.054683E+03,1.741098E-01,1.034484E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.579521E+03,3.660304E-01,2.529156E-01
04:10:00,3.374202E+03,1.033685E+03,1.741098E-01,1.013872E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.548845E+03,3.660304E-01,2.499065E-01
04:20:00,3.374202E+03,1.013591E+03,1.741098E-01,9.941475E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.519115E+03,3.660304E-01,2.469904E-01
04:30:00,3.374202E+03,9.943988E+02,1.741098E-01,9.753091E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.490341E+03,3.660304E-01,2.441681E-01
